molecule,smiles,max_abs,loge,max_em,stokes,yield,doi,solvent,dc,etn
Huang-1,CCCCCCCCCCCCCCCCOc1cc(Cn2cc(Oc3ccc(cc3)c4ccc(c5ccc(OC6CN=NN6Cc7cc(OCCCCCCCCCCCCCCCC)c(OCCCCCCCCCCCCCCCC)c(OCCCCCCCCCCCCCCCC)c7)cc5)c8nsnc48)nn2)cc(OCCCCCCCCCCCCCCCC)c1OCCCCCCCCCCCCCCCC,408.0,,527.0,119.0,0.61,https://doi.org/10.1039/C5RA25242C,THF,7.58,0.605
Huang-1,CCCCCCCCCCCCCCCCOc1cc(Cn2cc(Oc3ccc(cc3)c4ccc(c5ccc(OC6CN=NN6Cc7cc(OCCCCCCCCCCCCCCCC)c(OCCCCCCCCCCCCCCCC)c(OCCCCCCCCCCCCCCCC)c7)cc5)c8nsnc48)nn2)cc(OCCCCCCCCCCCCCCCC)c1OCCCCCCCCCCCCCCCC,409.0,,519.0,110.0,0.58,https://doi.org/10.1039/C5RA25242C,TOL,2.3741,0.099
Huang-1,CCCCCCCCCCCCCCCCOc1cc(Cn2cc(Oc3ccc(cc3)c4ccc(c5ccc(OC6CN=NN6Cc7cc(OCCCCCCCCCCCCCCCC)c(OCCCCCCCCCCCCCCCC)c(OCCCCCCCCCCCCCCCC)c7)cc5)c8nsnc48)nn2)cc(OCCCCCCCCCCCCCCCC)c1OCCCCCCCCCCCCCCCC,410.0,,523.0,113.0,0.53,https://doi.org/10.1039/C5RA25242C,HEX,1.88,0.009
Youming-12,C1=CC=C(C=C1)C2=C(C(=C(C(=C2C3=CC=CC=C3)C4=CC=CC=C4)C5=CC=C(S5)C6=CC=C(C7=NSN=C67)C8=CC=C(S8)C9=C(C(=C(C(=C9C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1,609.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-13,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(/C=C/C4=CC=C(C5=NSN=C45)F)C=C3,643.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-14,s1nc2ccc(/C=C/c3ccc(cc3)N(c4ccccc4)c5ccc(cc5)\C=C\c6cccc7nsnc67)cc2n1,643.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-15,s1nc2ccc(C=Cc3ccc(cc3)N(c4ccc(\C=C\c5ccc6nsnc6c5)cc4)c7ccc(cc7)\C=C\c8cccc9nsnc89)cc2n1,643.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-18,C1=CC=C(C=C1)C(=C(C2=CC=CC=C2)C3=CC=C(C=C3)C4=CC=C(C5=CC=C(C=C5)C(=C(C6=CC=CC=C6)C7=CC=CC=C7)C8=CC=CC=C8)C9=NSN=C49)C%10=CC=CC=C%10,538.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-19,C1=CC=C(C=C1)C(=C(C2=CC=CC=C2)C3=CC=C(C=C3)C4=CC=C(C5=CC=C(C6=CC=C(C=C6)C(=C(C7=CC=CC=C7)C8=CC=CC=C8)C9=CC=CC=C9)C%10=NSN=C5%10)S4)C%11=CC=CC=C%11,592.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-20,C1=CC=C(C=C1)C(=C(C2=CC=CC=C2)C3=CC=C(C=C3)C4=CC=C(C5=CC=C(C6=CC=C(C7=CC=C(C=C7)C(=C(C8=CC=CC=C8)C9=CC=CC=C9)C%10=CC=CC=C%10)S6)C%11=NSN=C5%11)S4)C%12=CC=CC=C%12,623.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-21,CC(C)(C)C1=CC=C(C=C1)N2C3=C(C4=C(C=CC=C4)C5=C3C=CC=C5)N=C2C6=CC=C(C7=CC=C(C8=CC=C(C=C8)C(=C(C9=CC=CC=C9)C%10=CC=C(C=C%10)N(C%11=CC=CC=C%11)C%12=CC=CC=C%12)C%13=CC=C(C=C%13)N(C%14=CC=CC=C%14)C%15=CC=CC=C%15)C%16=NSN=C7%16)S6,600.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-22,"CC(C1C=C(C(C)(C)C)C=C(N2C(C3SC(C4C5C(=NSN=5)C(C5C=C[C@@](/C(/C6C=CC=CC=6)=C(\C6C=CC=CC=6)/C6C=CC=CC=6)=CC=5)=CC=4)=CC=3)=NC3C4C=CC=CC=4C4C=CC=CC=4C2=3)C=1)(C)C",611.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-23,CC(C)(C)c1ccc(cc1)n2c(nc3c4ccccc4c5ccccc5c23)c6sc(cc6)c7ccc(c8ccc(cc8)\C(c9ccc(cc9)N(c%10ccccc%10)c%11ccccc%11)=C(c%12ccccc%12)\c%13ccc(cc%13)N(c%14ccccc%14)c%15ccccc%15)c%16nsnc7%16,642.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-32,COC1=C(C=CC(=C1)C(=O)OC)C2=CC=C(C3=CC=C(C=C3OC)C(=O)OC)C4=NSN=C24,487.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-33,CC(C1C=CC(C2C3C(=NSN=3)C(C3C=CC(C(C)(C)C)=CC=3)=CC=2)=CC=1)(C)C,512.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-34,C1C=CC(N(C2C=CC(C3C4C(=NSN=4)C(C4C=CC(N(C5C=CC=CC=5)C5C=CC=CC=5)=CC=4)=CC=3)=CC=2)C2C=CC=CC=2)=CC=1,639.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-35,CC(C1C=CC(C2C3C(=NSN=3)C(C3C=CC(N(C4C=CC=CC=4)C4C=CC=CC=4)=CC=3)=CC=2)=CC=1)(C)C,630.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-36,Cc1cc(c2ccc(cc2)C(C)(C)C)c3nsnc3c1c4ccc(cc4)N(c5ccccc5)c6ccccc6,571.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-45,C1C=CC(N(C2C3C(=NSN=3)C(N(C3C=CC=CC=3)C3C=CC=CC=3)=CC=2)C2C=CC=CC=2)=CC=1,559.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-46,C1C=CC2N(C3C4C(=NSN=4)C(N4C5C=CC=CC=5C5C=CC=CC4=5)=CC=3)C3C=CC=CC=3C=2C=1,638.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-47,CC1(C2C=CC=CC=2N(C2C3C(=NSN=3)C(N3C4C=CC=CC=4C(C)(C)C4C=CC=CC3=4)=CC=2)C2C=CC=CC1=2)C,648.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-48,CCCCCCN1C2C(=CC(C3C4C(=NSN=4)C(C4C=CC=CC=4)=CC=3)=CC=2)SC2C1C=CC(C1C3C(=NSN=3)C(C3C=CC=CC=3)=CC=1)=C2,722.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-49,C1C=CC(C2C3C(=NSN=3)C(C3C=CC(N(C4C=CC=CC=4)C4C=CC=CC=4)=CC=3)=CC=2)=CC=1,567.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-50,C1C=CC(N(C2C=CC(C3C4C(=NSN=4)C(C4C=CC(N(C5C=CC=CC=5)C5C=CC=CC=5)=CC=4)=CC=3)=CC=2)C2C=CC=CC=2)=CC=1,612.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-51,C1C=CC(N(C2C=CC(C3C4C(=NSN=4)C(C=O)=CC=3)=CC=2)C2C=CC=CC=2)=CC=1,638.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-55,CC1C=C(N(C2C=CC(C(C)(C)C)=CC=2)C2C=CC(C(C)(C)C)=CC=2)C=CC=1C1C2C(=NSN=2)C(C2C=CC(N(C3C=CC(C(C)(C)C)=CC=3)C3C=CC(C(C)(C)C)=CC=3)=CC=2C)=CC=1,645.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-56,CC1C(C2C3C(=NSN=3)C(C3C(C)=CC(N(C4C=CC(C(C)(C)C)=CC=4)C4C=CC(C(C)(C)C)=CC=4)=CC=3C)=CC=2)=C(C)C=C(N(C2C=CC(C(C)(C)C)=CC=2)C2C=CC(C(C)(C)C)=CC=2)C=1,710.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-65,CCCCCCCCC1(C2C(=CC=C(C(C3SC(C4C5C(=NSN=5)C(C5SC(C6C=C7C(C8C(C7(CCCCCCCC)CCCCCCCC)=CC(C(C7C=CC=CC=7)(C)C)=CC=8)=CC=6)=CC=5)=CC=4)=CC=3)(C)C)C=2)C2C=CC(C3C=C4C5C(N(CCCCCCCC)C4=CC=3)=CC(C(C3C=CC=CC=3)(C)C)=CC=5)=CC1=2)CCCCCCCC,579.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-70,CCCCCCCCC1(C2C(=CC=C(C(C(C)(C)C)(C)C)C=2)C2C=CC(C(C3C4C(=NSN=4)C(C(C(C)(C)C)(C)C)=CC=3)(C)C)=CC1=2)CCCCCCCC,628.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-72,CC(C1C2C(=NSN=2)C(C2C=CC3C4C(C(CCCCCCN(CCO)CCO)(CCCCCCN(CCO)CCO)C=3C=2)=CC(C(C)(C)C)=CC=4)=CC=1)(C)C,539.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-73,CC(CC(COC)(CN1C2C(=CC=C(C3C4C(=NSN=4)C(C4C=CC=CC=4)=CC=3)C=2)C2C1=CC=CC=2)C)(C)C,,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-74,CC(CC(COC(C)(C)C)(CN1C2C(=CC=C(C3C4C(=NSN=4)C(C4C5C=CC=CC=5C=CC=4)=CC=3)C=2)C2C1=CC=CC=2)C)(C)C,,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-75,C1C=CC(N(C2C=CC(C3C4C(=NSN=4)C4C5C=CC=C[N+]=5[Pt]5(OC(=O)C6C=CC=C[N+]5=6)C=4C=3)=CC=2)C2C=CC=CC=2)=CC=1,643.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-93,C1C=CC(N(C2C=CC(C3C4C(=NSN=4)C(C4C=CC(N(C5C=CC=CC=5)C5C=CC=CC=5)=CC=4)=C4N=S=NC=34)=CC=2)C2C=CC=CC=2)=CC=1,975.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-94,C1C=CC(N(C2C=CC(C3SC(C4C5C(=NSN=5)C(C5SC(C6C=CC(N(C7C=CC=CC=7)C7C=CC=CC=7)=CC=6)=CC=5)=C5N=S=NC=45)=CC=3)=CC=2)C2C=CC=CC=2)=CC=1,1120.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-95,C1C=CC(N(C2C=CC(C3C4C(=NSN=4)C(C4C=CC(N(C5C=CC=CC=5)C5C=CC=CC=5)=CC=4)=C4N=CC=NC=34)=CC=2)C2C=CC=CC=2)=CC=1,784.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-96,C1C=CC(C2C(C3C=CC=CC=3)=NC3C(=C(C4C(C=3C3C=CC(N(C5C=CC=CC=5)C5C=CC=CC=5)=CC=3)=NSN=4)C3C=CC(N(C4C=CC=CC=4)C4C=CC=CC=4)=CC=3)N=2)=CC=1,800.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-97,C1C=CC(N(C2C=CC(C3C4C(=NSN=4)C(C4C=CC(N(C5C=CC=CC=5)C5C=CC=CC=5)=CC=4)=C4N=C5C(=NC=34)C3C=CC=CC=3C3C5=CC=CC=3)=CC=2)C2C=CC=CC=2)=CC=1,768.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-98,CC1C=CC(N(C2C=CC(C3C4C(=NSN=4)C(C4C=CC(N(C5C=CC(C)=CC=5)C5C=CC=CC=5)=CC=4)=C4N=S=NC=34)=CC=2)C2C=CC=CC=2)=CC=1,1080.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-99,C1C=CC(N(C2C=CC=C3C=2C=CC=C3)C2C=CC(C3C4C(=NSN=4)C(C4C=CC(N(C5C6C=CC=CC=6C=CC=5)C5C=CC=CC=5)=CC=4)=C4N=S=NC=34)=CC=2)=CC=1,1040.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-100,C1C=CC(N(C2SC(C3C4C(=NSN=4)C(C4SC(N(C5C=CC=CC=5)C5C=CC=CC=5)=CC=4)=C4N=S=NC=34)=CC=2)C2C=CC=CC=2)=CC=1,1285.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-102,C1C=C[C@@](/C(/C2C=CC(C3C4C(=NSN=4)C(C4C=C[C@@](/C(/C5C=CC=CC=5)=C(\C5C=CC=CC=5)/C5C=CC=CC=5)=CC=4)=C4N=S=NC=34)=CC=2)=C(/C2C=CC=CC=2)\C2C=CC=CC=2)=CC=1,857.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-103,CC1C(C)=NC2C(=C(C3SC=C4OCCOC=34)C3C(C=2C2SC=C4OCCOC=24)=NSN=3)N=1,698.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-104,C1OC2C(=C(SC=2)C2C3C(=NSN=3)C(C3SC=C4OCCOC=34)=C3N=S=NC=23)OC1,805.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-105,CCCCCCC1SC(C2SC(C3C4C(=NSN=4)C(C4SC(C5SC(CCCCCO)=CC=5)=CC=4)=C4N=C(C(CCCCCC)=NC=34)CCCCCC)=CC=2)=CC=1,900.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-107,C1C=C(C2SC(C3C4C(=NSN=4)C(C4SC(C5SC(CCCCCO)=CC=5)=C5OCCOC=45)=C4N=S=NC=34)=C3OCCOC=23)SC=1CCCCCO,1020.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-108,C1OC2C(=C(SC=2CCCCCC)C2SC(C3C4C(=NSN=4)C(C4SC(C5SC(CCCCCO)=C6OCCOC=56)=C5OCCOC=45)=C4N=S=NC=34)=C3OCCOC=23)OC1,1088.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-109,C1C=CC(N(C2C=CC(C3C4C(=NSN=4)C(C4C=CC(C#N)=CC=4)=C4C=3C=CC=C4)=CC=2)C2C=CC=CC=2)=CC=1,710.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-110,C1C=CC(C2C3C(=NSN=3)C(C3C=CC(N(C4C=CC=CC=4)C4C=CC=CC=4)=CC=3)=C3C=2C=CC=C3)=CC=1,668.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-111,C1C=CC(N(C2C=CC(C3C=CC(C4C5C(=NSN=5)C(C5C=CC(C6C=CC(N(C7C=CC=CC=7)C7C=CC=CC=7)=CC=6)=CC=5)=C5C=4C=CC=C5)=CC=3)=CC=2)C2C=CC=CC=2)=CC=1,675.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-112,C1C=CC(N(C2C=CC(C3N=CC(C4C5C(=NSN=5)C(C5C=NC(C6C=CC(N(C7C=CC=CC=7)C7C=CC=CC=7)=CC=6)=NC=5)=C5C=4C=CC=C5)=CN=3)=CC=2)C2C=CC=CC=2)=CC=1,676.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-113,C1C=CC(N(C2C=CC(C3C4C(=NSN=4)C(C4C=CC(N(C5C=CC=CC=5)C5C=CC=CC=5)=CC=4)=C4C=3C=CC=C4)=CC=2)C2C=CC=CC=2)=CC=1,683.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Youming-114,CC1C=CC(N(C2C3C(=NSN=3)C(N(C3C=CC(C)=CC=3)C3C=CC(C)=CC=3)=C3C=2C=CC=C3)C2C=CC(C)=CC=2)=CC=1,785.0,,,,,https://doi.org/10.1007/s11426-020-9901-4,VAC,0.0,0.0
Violeta-BTD-1,C1=CC=C(C=C1)[C@@](C#CC2=CC=C(C#C[C@@](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5)C6=NSN=C26)(C7=CC=CC=C7)C8=CC=CC=C8,389.0,,459.0,70.0,,https://doi.org/10.1007/s11696-020-01366-0,VAC,0.0,0.0
Violeta-BTD-2,C1=CC=C(C=C1)[C@@](C#CC2=CC=C(C=C2)C3=CC=C(C4=CC=C(C=C4)C#C[C@@](C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7)C8=NSN=C38)(C9=CC=CC=C9)C%10=CC=CC=C%10,385.0,,490.0,105.0,,https://doi.org/10.1007/s11696-020-01366-0,VAC,0.0,0.0
Violeta-BTD-3,C1=CC=C(C=C1)[Si@](C#CC2=CC=C(C#C[Si@](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5)C6=NSN=C26)(C7=CC=CC=C7)C8=CC=CC=C8,383.0,,449.0,66.0,,https://doi.org/10.1007/s11696-020-01366-0,VAC,0.0,0.0
Violeta-BTD-4,C1=CC=C(C=C1)[Si](C#CC2=CC=C(C=C2)C3=CC=C(C4=CC=C(C=C4)C#C[Si](C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7)C8=NSN=C38)(C9=CC=CC=C9)C%10=CC=CC=C%10,384.0,,491.0,107.0,,https://doi.org/10.1007/s11696-020-01366-0,VAC,0.0,0.0
Sylvain-5,CCCCCCN(CCCCCC)C1=CC=C(C=C1)C2=CC(=C3N=C4C(=CC(=[N+]4[B-](F)(F)N23)C5=CC=C(C=C5)N(CCCCCC)CCCCCC)C6=CC=CC7=NSN=C67)C8=CC=CC9=NSN=C89,782.0,,890.0,,0.016,https://doi.org/10.1002/chem.202004899,TOL,2.3741,0.099
Malek-QXBT,CCCCCCCCCCc1sc(cc1)c2ccc(c3ccc(c4ccc(c5sc(CCCCCCCCCC)cc5)c6nccnc46)c7nsnc37)c8nccnc28,425.0,,539.0,114.0,,https://doi.org/10.1016/j.electacta.2020.137540,TOL,2.3741,0.099
Malek-QXBT,CCCCCCCCCCc1sc(cc1)c2ccc(c3ccc(c4ccc(c5sc(CCCCCCCCCC)cc5)c6nccnc46)c7nsnc37)c8nccnc28,421.0,,547.0,126.0,,https://doi.org/10.1016/j.electacta.2020.137540,THF,7.58,0.605
Malek-QXBT,CCCCCCCCCCc1sc(cc1)c2ccc(c3ccc(c4ccc(c5sc(CCCCCCCCCC)cc5)c6nccnc46)c7nsnc37)c8nccnc28,416.0,,554.0,138.0,0.21,https://doi.org/10.1016/j.electacta.2020.137540,DCM,8.93,0.309
Malek-BXBT,CCCCCCCCCCc1sc(cc1)c2ccc(c3ccc(c4ccc(c5sc(CCCCCCCCCC)cc5)c6nonc46)c7nsnc37)c8nonc28,498.0,,610.0,79.0,,https://doi.org/10.1016/j.electacta.2020.137540,TOL,2.3741,0.099
Malek-BXBT,CCCCCCCCCCc1sc(cc1)c2ccc(c3ccc(c4ccc(c5sc(CCCCCCCCCC)cc5)c6nonc46)c7nsnc37)c8nonc28,491.0,,590.0,99.0,,https://doi.org/10.1016/j.electacta.2020.137540,THF,7.58,0.605
Malek-BXBT,CCCCCCCCCCc1sc(cc1)c2ccc(c3ccc(c4ccc(c5sc(CCCCCCCCCC)cc5)c6nonc46)c7nsnc37)c8nonc28,492.0,,590.0,98.0,0.16,https://doi.org/10.1016/j.electacta.2020.137540,DCM,8.93,0.309
ViraJ-P-1,CCCCCCCCn1c2cc(sc2c3c4nsnc4c5c6sc(cc6n(CCCCCCCC)c5c13)[Sn](CCCC)(CCCC)CCCC)[Sn](CCCC)(CCCC)CCCC,515.0,,,,,https://doi.org/10.1016/j.polymer.2020.123089,VAC,0.0,0.0
Yingnan-1,C1=CC=NC(=C1)NC2=CC=C(C3=NSN=C23)NC4=CC=CC=N4,505.0,,607.0,,,https://doi.org/10.1039/D0QO00915F,HEX,1.88,0.009
Yingnan-1,C1=CC=NC(=C1)NC2=CC=C(C3=NSN=C23)NC4=CC=CC=N4,495.0,,614.0,,,https://doi.org/10.1039/D0QO00915F,DCM,8.93,0.309
Yingnan-2,N1C2C=CC=CC2=Nc3c1cc(Nc4ccccn4)c5nsnc35,455.0,,545.0,,,https://doi.org/10.1039/D0QO00915F,HEX,1.88,0.009
Yingnan-2,N1C2C=CC=CC2=Nc3c1cc(Nc4ccccn4)c5nsnc35,461.0,,584.0,,,https://doi.org/10.1039/D0QO00915F,DCM,8.93,0.309
Yingnan-3,N1C2C=CC=CC2=Nc3c1c4n5ccccc5nc4c6nsnc36,,,545.0,,,https://doi.org/10.1039/D0QO00915F,HEX,1.88,0.009
Yingnan-3,N1C2C=CC=CC2=Nc3c1c4n5ccccc5nc4c6nsnc36,430.0,,545.0,,,https://doi.org/10.1039/D0QO00915F,DCM,8.93,0.309
Ingrid-4a,C1=CC=C2C(=C1)N=C(S2)C3=CC4=NSN=C4C=C3,353.0,,421.0,,,https://doi.org/10.1016/j.molliq.2020.114277,TOL,2.3741,0.099
Ingrid-4a,C1=CC=C2C(=C1)N=C(S2)C3=CC4=NSN=C4C=C3,347.0,,426.0,,,https://doi.org/10.1016/j.molliq.2020.114277,AcOEt,6.2,0.228
Ingrid-4a,C1=CC=C2C(=C1)N=C(S2)C3=CC4=NSN=C4C=C3,360.0,,433.0,,,https://doi.org/10.1016/j.molliq.2020.114277,DCE,8.93,0.194
Ingrid-4a,C1=CC=C2C(=C1)N=C(S2)C3=CC4=NSN=C4C=C3,359.0,,454.0,,,https://doi.org/10.1016/j.molliq.2020.114277,DMF,36.7,0.386
Ingrid-4a,C1=CC=C2C(=C1)N=C(S2)C3=CC4=NSN=C4C=C3,344.0,,445.0,,,https://doi.org/10.1016/j.molliq.2020.114277,ACN,37.5,0.46
Ingrid-4a,C1=CC=C2C(=C1)N=C(S2)C3=CC4=NSN=C4C=C3,346.0,,461.0,,,https://doi.org/10.1016/j.molliq.2020.114277,MeOH,32.613,0.762
Ingrid-4b,o1c2ccccc2nc1c3ccc4nsnc4c3,349.0,,417.0,,,https://doi.org/10.1016/j.molliq.2020.114277,TOL,2.3741,0.099
Ingrid-4b,o1c2ccccc2nc1c3ccc4nsnc4c3,345.0,,428.0,,,https://doi.org/10.1016/j.molliq.2020.114277,AcOEt,6.2,0.228
Ingrid-4b,o1c2ccccc2nc1c3ccc4nsnc4c3,348.0,,431.0,,,https://doi.org/10.1016/j.molliq.2020.114277,DCE,8.93,0.194
Ingrid-4b,o1c2ccccc2nc1c3ccc4nsnc4c3,347.0,,457.0,,,https://doi.org/10.1016/j.molliq.2020.114277,DMF,36.7,0.386
Ingrid-4b,o1c2ccccc2nc1c3ccc4nsnc4c3,342.0,,449.0,,,https://doi.org/10.1016/j.molliq.2020.114277,MeCN,37.5,0.46
Ingrid-4b,o1c2ccccc2nc1c3ccc4nsnc4c3,343.0,,469.0,,,https://doi.org/10.1016/j.molliq.2020.114277,MeOH,32.613,0.762
Priscila-3,C(C#Cc1ccc(C#CCN2C3C=CC=CC3C4C=CC=CC24)c5nsnc15)N6C7C=CC=CC7C8C=CC=CC68,374.0,,539.0,47.0,,https://doi.org/10.1016/j.dyepig.2020.108668,DIOX,2.25,0.164
Priscila-3,C(C#Cc1ccc(C#CCN2C3C=CC=CC3C4C=CC=CC24)c5nsnc15)N6C7C=CC=CC7C8C=CC=CC68,376.0,,538.0,51.0,,https://doi.org/10.1016/j.dyepig.2020.108668,DCM,8.93,0.309
Priscila-3,C(C#Cc1ccc(C#CCN2C3C=CC=CC3C4C=CC=CC24)c5nsnc15)N6C7C=CC=CC7C8C=CC=CC68,375.0,,511.0,55.0,,https://doi.org/10.1016/j.dyepig.2020.108668,MeOH,32.613,0.762
Priscila-3,C(C#Cc1ccc(C#CCN2C3C=CC=CC3C4C=CC=CC24)c5nsnc15)N6C7C=CC=CC7C8C=CC=CC68,372.0,,516.0,47.0,,https://doi.org/10.1016/j.dyepig.2020.108668,ACN,37.5,0.46
Priscila-3,C(C#Cc1ccc(C#CCN2C3C=CC=CC3C4C=CC=CC24)c5nsnc15)N6C7C=CC=CC7C8C=CC=CC68,378.0,,,84.0,,https://doi.org/10.1016/j.dyepig.2020.108668,DMSO,46.826,0.444
Priscila-5,C(C#Cc1ccc(C#CCN(c2ccccc2)c3ccccc3)c4nsnc14)N(c5ccccc5)c6ccccc6,377.0,,571.0,50.0,,https://doi.org/10.1016/j.dyepig.2020.108668,DIOX,2.25,0.164
Priscila-5,C(C#Cc1ccc(C#CCN(c2ccccc2)c3ccccc3)c4nsnc14)N(c5ccccc5)c6ccccc6,380.0,,536.0,55.0,,https://doi.org/10.1016/j.dyepig.2020.108668,DCM,8.93,0.309
Priscila-5,C(C#Cc1ccc(C#CCN(c2ccccc2)c3ccccc3)c4nsnc14)N(c5ccccc5)c6ccccc6,380.0,,,55.0,,https://doi.org/10.1016/j.dyepig.2020.108668,MeOH,32.613,0.762
Priscila-5,C(C#Cc1ccc(C#CCN(c2ccccc2)c3ccccc3)c4nsnc14)N(c5ccccc5)c6ccccc6,374.0,,549.0,51.0,,https://doi.org/10.1016/j.dyepig.2020.108668,ACN,37.5,0.46
Priscila-5,C(C#Cc1ccc(C#CCN(c2ccccc2)c3ccccc3)c4nsnc14)N(c5ccccc5)c6ccccc6,379.0,,,91.0,,https://doi.org/10.1016/j.dyepig.2020.108668,DMSO,46.826,0.444
Priscila-7,C(C#Cc1ccc(C#CCN(c2ccccc2)c3ccccc3)c4nsnc14)N5C6C=CC=CC6C7C=CC=CC57,376.0,,570.0,51.0,,https://doi.org/10.1016/j.dyepig.2020.108668,DIOX,2.25,0.164
Priscila-7,C(C#Cc1ccc(C#CCN(c2ccccc2)c3ccccc3)c4nsnc14)N5C6C=CC=CC6C7C=CC=CC57,377.0,,560.0,65.0,,https://doi.org/10.1016/j.dyepig.2020.108668,DCM,8.93,0.309
Priscila-7,C(C#Cc1ccc(C#CCN(c2ccccc2)c3ccccc3)c4nsnc14)N5C6C=CC=CC6C7C=CC=CC57,375.0,,550.0,65.0,,https://doi.org/10.1016/j.dyepig.2020.108668,MeOH,32.613,0.762
Priscila-7,C(C#Cc1ccc(C#CCN(c2ccccc2)c3ccccc3)c4nsnc14)N5C6C=CC=CC6C7C=CC=CC57,374.0,,,76.0,,https://doi.org/10.1016/j.dyepig.2020.108668,ACN,37.5,0.46
